,SN Name,SN Type,ExtraCare,SeMask2,Good,Mask,seMask,IFU RA,IFU DEC,SN RA,SN DEC,Separation,ArcName,SN Time,IFU Time,Redshift,Note
133,SN2016blt,IIb,,,,,,213.940186,-47.640551,213.940666666667,-47.6375,11.0453107802279,ADP.2018-04-13T11:59:08.411,2016-04-04 12:30:22,2018-04-03T08:22:49.920,0.016,
134,SN2016blb,IIP,,,,,,174.335886,-4.911425,174.33625,-4.91013888888889,4.81055762870422,ADP.2019-06-14T00:59:57.996,2016-03-30 06:57:36,2019-05-25T02:59:50.620,0.0183,
135,SN2016bev,II,,,,,,116.959493,-18.7368,116.959208333333,-18.7368888888889,1.02188554957362,ADP.2018-01-11T13:40:14.820,2016-03-10 07:55:12,2018-01-04T07:45:55.350,0.011,
136,SN2016bas,IIb,,,,,,114.524457,-55.191612,114.523041666667,-55.1963888888889,17.4409965115607,ADP.2017-12-20T14:19:23.091,2016-03-12 12:16:29,2017-12-02T05:23:58.363,0.009,
137,SN2016ase,II,,,,,,175.644521,-25.91242,175.644583333333,-25.9125833333333,0.621677675872048,ADP.2018-01-12T09:53:59.894,2016-03-06 08:38:24,2018-01-05T07:22:48.276,0.015,
138,SN2016aqf,II,,,,,,86.599377,-52.087822,86.5996125,-52.0885722222222,2.75057947464909,ADP.2019-06-07T02:33:34.900,2016-02-26 04:33:36,2019-04-17T23:39:07.186,0.004016,
139,SN2016aiy,IIn,,,,,,197.107872,-41.977228,197.105833333333,-41.9806388888889,13.4367231667036,ADP.2018-04-17T13:42:25.760,2016-02-17 08:52:48,2018-04-05T05:48:37.916,0.01,
140,SN2016afa,II,,,,,,234.136481,16.606277,234.135291666667,16.6101944444444,14.6875252123958,ADP.2019-06-16T07:00:25.702,2016-02-12 22:08:51,2019-05-22T05:19:59.970,0.007,
141,SN2016aew,Ia,0,1,0,1,1,212.8595,1.286659,212.860379166667,1.28596388888889,4.03412725817873,ADP.2016-08-02T10:23:14.733,2016-02-12 12:28:48,2014-06-24T01:55:59.696,0.025001,
142,SN2016adl,II,,,,,,177.979227,-13.417349,177.984166666667,-13.4175277777778,17.3093931363016,ADP.2019-08-01T19:01:44.235,2016-02-08 05:02:24,2019-07-03T00:28:04.810,0.007,
143,SN2016adj,Ib,,,,,,201.365032,-43.018606,201.350458333333,-43.0159722222222,39.5142566853309,ADP.2016-06-14T15:56:27.057,2016-02-08 13:26:43,2015-02-27T08:33:10.880,nan,
144,SN2016aai,IIP,,,,,,192.620961,-10.836062,192.6168,-10.8413944444444,24.1861726030732,ADP.2019-06-16T06:18:07.722,2016-02-04 13:08:00,2019-05-21T05:03:58.763,0.007972,
145,SN2016zb,II,,,,,,145.621878,-16.976992,145.621666666667,-16.9741388888889,10.2969425597106,ADP.2019-06-20T08:32:33.740,2016-01-29 08:09:36,2019-05-20T01:46:18.250,0.013922,
146,SN2016X,IIP,,,,,,193.81519,0.10007,193.815041666667,0.099819444444445,1.04821712083701,ADP.2019-06-18T16:48:16.192,2016-01-20 13:55:12,2019-05-12T00:56:12.740,0.004408,
147,SN2016P,Ic-BL,,,,,,209.374473,6.094798,209.379583333333,6.0975,20.7185501298806,ADP.2019-08-24T12:17:02.737,2016-01-19 04:36:28,2019-07-31T01:24:06.376,0.0146,
148,SN2016L,IIP,,,,,,225.108767,-13.551752,225.114458333333,-13.5525,20.099531504603,ADP.2019-06-16T06:18:07.714,2016-01-15 08:38:24,2019-05-21T06:05:24.790,0.009297,
149,SN2016I,IIP,,,,,,219.939138,23.398258,219.9363875,23.3953527777778,13.8553864806003,ADP.2019-07-20T08:00:23.901,2016-01-12 13:40:47,2019-05-06T05:32:57.066,0.0149,
150,SN2016C,IIP,,,,,,204.522208,-17.85341,204.522083333333,-17.85425,3.05402429249571,ADP.2019-05-21T15:52:16.261,2016-01-03 20:10:14,2019-04-04T08:40:50.573,0.00452,
151,SN2016B,IIP,,,,,,178.768023,1.718694,178.767691666667,1.71855,1.30008871384864,ADP.2020-01-22T22:23:54.901,2016-01-03 14:52:48,2020-01-12T07:10:05.156,0.004293,
152,SN2015bs,IIP,,,,,,338.432627,-6.368489,338.432395833333,-6.36898055555556,1.95333542519465,ADP.2016-08-12T06:45:17.051,2015-06-27 13:46:33,2015-11-01T01:22:52.733,0.027,
153,SN2015bn,SLSN-I,,,,,,173.424753,0.725896,173.423125,0.725972222222222,5.86675023715335,ADP.2016-08-01T09:51:27.609,2015-02-15 11:12:28,2016-01-17T06:46:45.173,0.1136,
154,SN2015bm,II,,,,,,182.000483,19.740964,182.000416666667,19.74075,0.802518400317314,ADP.2020-02-14T10:43:31.453,2015-12-28 02:11:02,2020-02-08T07:19:52.910,0.015,
155,SN2015bj,II,,,,,,139.970389,-68.90897,139.969708333333,-68.9114444444445,8.95153114518468,ADP.2019-07-27T16:07:46.244,2015-11-23 01:30:43,2019-04-26T03:30:56.083,0.011208,
156,SN2015bf,IIn,,,,,,351.204538,15.279536,351.204291666667,15.2811111111111,5.73456454934481,ADP.2019-07-25T02:20:27.266,2015-12-12 00:00:00,2019-06-11T07:35:55.200,nan,
157,SN2015ay,II,,,,,,17.440948,13.308117,17.4448708333333,13.3080305555556,13.7464917404873,ADP.2019-08-19T20:30:24.298,2015-10-03 00:00:00,2019-07-20T07:08:26.853,nan,
158,SN2015ap,Ib,,,,,,31.311168,6.104357,31.3055,6.10233055555556,21.560824598287,ADP.2019-08-05T21:49:11.807,2015-09-08 00:00:00,2019-07-18T07:28:46.856,nan,
159,SN2015an,IIP,,,,,,126.06262,-18.774284,126.062916666667,-18.7745833333333,1.47773353952875,ADP.2019-06-26T18:53:49.011,2015-09-13 00:00:00,2019-05-19T01:03:46.233,nan,
160,SN2015ah,Ib-pec,,,,,,345.100379,1.626978,345.102620833333,1.62688888888889,8.07372239947049,ADP.2019-07-25T02:20:27.250,2015-08-06 00:00:00,2019-06-11T06:25:15.246,nan,
161,SN2015W,IIP,,,,,,104.433737,13.576689,104.429291666667,13.5793611111111,18.2899866669081,ADP.2019-10-09T15:25:22.614,2015-01-12 00:00:00,2019-09-16T08:41:46.473,nan,
162,SN2015P,IIP,,,,,,192.626175,-10.86777,192.628,-10.8779194444444,37.1032947490913,ADP.2016-10-06T17:28:20.481,2015-06-07 00:00:00,2016-05-27T04:03:00.630,nan,
163,SN2015L,I,,,,,,330.564311,-61.659459,330.564379166667,-61.6596111111111,0.559854060488646,ADP.2017-07-27T19:37:38.563,2015-06-14 00:00:00,2017-06-23T06:27:00.110,nan,
164,SN2015H,Ia-pec,,,,,,163.677587,-21.073279,163.675670833333,-21.0705,11.8962989401927,ADP.2017-06-29T22:53:02.745,2015-02-10 00:00:00,2017-05-10T03:56:07.046,0.01249,
165,SN2014ey,Iax[02cx-like],,,,,,226.123941,2.333098,226.124883333333,2.33090277777778,8.59904480707291,ADP.2017-07-31T14:27:24.034,2014-04-24 05:40:05,2017-06-25T04:28:10.110,0.03197,
166,SN2014eh,Ic,,,,,,306.270572,-24.813988,306.266079166667,-24.8203611111111,27.238000790562,ADP.2019-06-20T08:32:33.634,2014-11-03 00:00:00,2019-05-20T05:54:12.686,nan,
167,SN2014dw,II,,,,,,167.701225,-37.450287,167.701708333333,-37.4506111111111,1.80818999428625,ADP.2019-06-25T15:59:52.959,2014-11-06 00:00:00,2019-05-08T23:57:37.956,nan,
168,SN2014dt,Ia-pec,,,,,,185.487526,4.468898,185.489870833333,4.47181111111111,13.4464009743684,ADP.2016-08-01T13:06:16.049,2014-10-29 00:00:00,2016-01-20T05:41:19.606,nan,
169,SN2014dq,II,,,,,,335.815335,-28.980704,335.817041666667,-28.9755,19.4901573780565,ADP.2016-09-02T05:44:24.849,2014-10-19 00:00:00,2015-11-14T02:13:38.193,nan,
170,SN2014dm,Ia,0,1 2,0,1,1 2,62.032636,-8.831268,62.0297083333333,-8.827,18.5618769589239,ADP.2017-01-18T15:19:35.833,2014-09-27 00:00:00,2016-11-08T05:42:06.153,0.033683,
171,SN2014dk,Ia,2,,1,,,7.049269,7.166935,7.04982916666667,7.16218888888889,17.2027560155524,ADP.2017-11-14T19:02:33.727,2014-09-25 00:00:00,2017-10-02T03:54:34.776,0.038,
172,SN2014cy,II,,,,,,356.064823,10.766996,356.066791666667,10.7701388888889,13.2849754771124,ADP.2016-07-25T13:16:34.364,2014-08-31 00:00:00,2014-06-22T07:52:30.233,nan,
173,SN2014cw,II,,,,,,333.861236,-10.476111,333.860620833333,-10.4762805555556,2.26161334056661,ADP.2019-12-08T00:33:13.249,2014-08-29 00:00:00,2019-10-17T01:39:23.383,nan,
174,SN2014cr,Ia-pec,,,,,,294.271246,-42.296367,294.275541666667,-42.2973611111111,11.9853062492386,ADP.2017-12-12T14:16:55.438,2014-06-27 00:00:00,2017-06-22T08:20:04.113,nan,
175,SN2014ce,II,,,,,,351.920538,23.589854,351.92025,23.5892805555556,2.27256512056694,ADP.2019-07-26T02:10:34.431,2014-08-09 00:00:00,2019-06-19T08:21:12.820,nan,
176,SN2014cd,Ia,0,1,0,4,1,65.94455,-51.599831,65.9466291666667,-51.6008111111111,5.83654083989349,ADP.2016-07-12T07:27:20.835,2014-08-09 00:00:00,2015-08-03T07:48:31.956,nan,
177,SN2014bz,Ia,2,18,1,2,,209.016568,-43.585732,209.017458333333,-43.5860805555556,2.6390575782897,ADP.2016-06-17T17:51:10.707,2014-05-06 00:00:00,2015-05-23T06:42:49.703,nan,
178,SN2014ay,II,,,,,,268.772624,18.257494,268.772629166667,18.2573305555556,0.588665069913033,ADP.2016-08-29T08:22:53.350,2014-05-04 00:00:00,2016-03-31T09:01:19.310,nan,
179,SN2014at,Ia,1,2 3,0,1,1 2,326.562791,-46.518776,326.56175,-46.5225305555556,13.7601871336777,ADP.2016-06-17T18:47:32.957,2014-04-20 00:00:00,2015-05-30T05:53:40.600,0.03251,
180,SN2014ao,Ia,0,1,0,3,1,128.639057,-2.546132,128.638829166667,-2.54336111111111,10.0087969763794,ADP.2019-04-10T17:46:49.603,2014-04-17 00:00:00,2019-03-20T02:01:32.020,0.013933,
181,SN2014V,II,,,,,,177.278367,-9.730358,177.275829166667,-9.72603055555556,17.9940515412532,ADP.2016-10-05T16:01:04.052,2014-02-21 00:00:00,2016-06-30T23:28:38.626,nan,
182,SN2014L,Ic,,,,,,184.697864,14.4155,184.702829166667,14.4120805555556,21.2424168217085,ADP.2018-05-28T17:43:19.434,2014-01-26 00:00:00,2018-05-19T02:22:48.676,nan,
183,SN2014E,Ia,,,1,,,180.880304,2.042766,180.880170833333,2.04325,1.80706669401808,ADP.2019-04-16T19:54:48.565,2014-01-07 00:00:00,2019-03-18T02:13:36.530,0.01896,
184,SN2013if,IIP,,,,,,278.170904,-34.191058,278.171241666667,-34.1908972222222,1.16019533703868,ADP.2017-11-09T16:25:30.918,2013-04-21 07:52:59,2017-09-18T01:00:14.146,0.0196,
185,SN2013hk,Ia,0,3,0,1,2,45.546172,15.927605,45.5452083333333,15.9274388888889,3.38918972275035,ADP.2016-09-23T00:56:03.893,2013-12-04 00:00:00,2015-12-27T04:25:06.286,0.017,
186,SN2013gr,Ia-pec,,,,,,26.622545,-58.676333,26.61625,-58.6732805555556,16.1110471248839,ADP.2016-07-28T11:30:23.615,2013-11-28 00:00:00,2015-09-24T08:27:49.103,nan,
187,SN2013fz,Ia,0,1,0,4,1,65.94455,-51.599831,65.9435,-51.5961888888889,13.3201859384503,ADP.2016-07-12T07:27:20.835,2013-11-02 00:00:00,2015-08-03T07:48:31.956,0.020608,
188,SN2013fy,Ia,1,1 6,1,,1,324.367768,-47.035719,324.363,-47.0318888888889,18.0827422695846,ADP.2016-06-25T11:26:36.800,2013-10-25 00:00:00,2015-06-21T04:08:50.416,0.031359,
189,SN2013ex,Ia,,,1,,,83.200141,-14.047126,83.19425,-14.0459388888889,21.0126468645607,ADP.2016-09-22T23:58:36.511,2013-08-19 00:00:00,2015-12-26T07:51:46.540,0.010526,
190,SN2013el,Ib,,,,,,49.473272,-7.298251,49.4685416666667,-7.30058055555556,18.8585268535255,ADP.2018-10-17T12:58:37.289,2013-07-11 00:00:00,2018-08-22T08:23:33.206,nan,
191,SN2013ej,II,,,,,,24.191008,15.765541,24.2006708333333,15.7586111111111,41.7512942832042,ADP.2017-01-30T13:30:55.946,2013-07-25 00:00:00,2016-12-30T01:01:36.823,0.002,
192,SN2013ef,Ia,0,1,1,,,28.84172,6.612014,28.8362916666667,6.60981111111111,20.9694876501328,ADP.2017-06-06T17:14:14.070,2013-07-04 00:00:00,2015-12-28T02:44:52.940,0.017249,
193,SN2013dl,Ia,0,1 4 7,1,,,19.673229,-7.449395,19.674,-7.44436111111111,18.3297961985027,ADP.2016-07-26T15:11:37.761,2013-06-17 00:00:00,2016-01-06T01:58:58.140,0.002395,
194,SN2013dk,Ic,,,,,,180.469221,-18.865116,180.469670833333,-18.87175,23.931510950575,ADP.2016-06-17T15:03:28.061,2013-06-22 00:00:00,2015-05-11T00:38:53.116,nan,
195,SN2013dc,IIP,,,,,,253.246306,2.401228,253.245708333333,2.40708055555556,21.1785841154784,ADP.2016-06-24T10:39:03.106,2013-04-11 00:00:00,2015-06-11T04:10:51.283,nan,
196,SN2013da,Ia,0,1,0,2,1,206.401822,-7.325923,206.400870833333,-7.32571944444444,3.47440640589395,ADP.2017-04-11T12:41:12.920,2013-06-05 00:00:00,2017-04-01T07:50:10.040,0.024575,
197,SN2013cv,Ia-pec,,,,,,245.679304,18.959987,245.679829166667,18.9598888888889,1.82257841735252,ADP.2017-09-20T13:08:51.778,2013-05-20 00:00:00,2017-07-29T23:58:02.576,nan,
198,SN2013cs,Ia,,,1,,,198.804788,-17.966052,198.811708333333,-17.9654388888889,23.8010235031081,ADP.2017-03-17T16:43:00.524,2013-05-14 00:00:00,2017-02-13T06:49:32.200,0.009341,
199,SN2013bz,Ia-pec,,,,,,201.712596,-10.025303,201.713829166667,-10.0256111111111,4.51013539626532,ADP.2016-06-24T10:17:21.594,2013-04-21 00:00:00,2015-06-03T01:52:42.113,0.0193,
200,SN2013az,Ia,1,1,1,,,84.9729,-40.512423,84.9672083333333,-40.5078111111111,22.7670491076087,ADP.2016-07-25T12:08:30.833,2013-03-24 00:00:00,2015-09-05T08:42:03.170,0.0373,
201,SN2013as,Ia,2,7,1,2,,178.216722,-18.988363,178.218079166667,-18.9888611111111,4.95573668614395,ADP.2016-06-17T17:42:18.574,2013-03-15 00:00:00,2015-05-25T01:18:55.553,0.07,
202,SN2013ao,Ia,,,,,,176.186419,-20.527876,176.186420833333,-20.5280805555556,0.73642593895822,ADP.2016-06-17T17:42:18.588,2013-03-04 00:00:00,2015-05-25T02:18:31.823,0.03,
203,SN2013aj,Ia,3,1,1,,1,208.502316,-7.929525,208.502829166667,-7.92883055555556,3.0980542003725,ADP.2016-09-29T04:18:26.815,2013-03-03 00:00:00,2016-05-10T04:49:19.800,0.00899,
204,SN2013aa,Ia,2,,1,,,218.141144,-44.224299,218.141170833333,-44.2243888888889,0.330921520766413,ADP.2016-09-22T21:00:32.903,2013-02-13 00:00:00,2016-04-19T07:50:59.856,0.00399,
205,SN2013M,Ia,0,1,2,1,1,209.990264,-37.863676,209.986170833333,-37.8637194444444,11.6342537130278,ADP.2017-12-12T14:16:55.449,2013-01-20 00:00:00,2017-04-18T07:14:53.763,0.034994,
206,SN2012il,Ic,,,,,,146.553436,19.841642,146.553541666667,19.8411694444444,1.73842314767978,ADP.2016-07-28T15:04:54.363,2012-01-21 00:00:00,2016-01-15T05:50:06.913,nan,
207,SN2012ht,Ia,,,1,,,163.344847,16.776676,163.344791666667,16.7763611111111,1.14953194728403,ADP.2016-09-25T07:08:30.000,2012-12-18 00:00:00,2016-04-25T02:30:45.776,0.003555,
208,SN2012hr,Ia,,,1,,,95.410153,-59.713975,95.41025,-59.7140611111111,0.356530184897831,ADP.2016-09-30T09:37:13.201,2012-12-16 00:00:00,2016-05-14T23:40:34.173,0.007615,
209,SN2012ho,IIP,,,,,,340.063513,-2.42352,340.070920833333,-2.42613888888889,28.2631743754987,ADP.2016-06-21T10:36:39.109,2012-12-06 00:00:00,2015-05-15T08:49:53.150,nan,
210,SN2012he,Ia,1,1,0,3,1,75.211112,-38.654363,75.2086208333333,-38.6531694444444,8.21660518455978,ADP.2017-09-22T09:52:40.531,2012-11-22 00:00:00,2017-08-03T08:32:15.766,0.057627,
211,SN2012hd,Ia,0,2,0,1,2,18.532299,-32.651908,18.5310791666667,-32.6521388888889,3.78967390595536,ADP.2016-10-05T16:09:44.597,2012-11-20 00:00:00,2016-05-20T09:14:48.156,0.011999,
212,SN2012gm,Ia,0,1,0,1,1,349.401731,14.001081,349.404291666667,14.0024694444444,10.2463736334413,ADP.2016-06-25T12:05:07.015,2012-11-19 00:00:00,2015-06-26T06:45:47.910,0.01481,
213,SN2012ga,II,,,,,,313.108924,-5.772636,313.104579166667,-5.771,16.6393037430389,ADP.2017-09-19T14:15:37.681,2012-04-22 00:00:00,2017-07-25T08:30:06.570,nan,
214,SN2012fw,Ia,1,2,2,1,2,315.49607,-48.273692,315.495791666667,-48.2738611111111,0.902993498231639,ADP.2016-09-21T13:42:23.565,2012-08-19 00:00:00,2016-04-13T08:07:05.490,0.01859,
215,SN2012fr,Ia,,,5,1,1,53.401251,-36.124953,53.3999583333333,-36.1271388888889,8.72083701001012,ADP.2018-01-25T14:00:05.184,2012-10-27 00:00:00,2018-01-20T01:17:06.656,0.005476,
216,SN2012fq,Ia,,,1,,,53.135915,-27.851125,53.1370791666667,-27.8558611111111,17.4480049613901,ADP.2016-06-21T05:33:40.704,2012-10-07 00:00:00,2014-11-28T04:41:39.060,0.66827,
217,SN2012fk,Ia,,,1,,,37.712686,22.475913,37.7168291666667,22.4794194444444,18.6894562929993,ADP.2017-09-28T09:19:52.268,2012-10-20 00:00:00,2017-09-08T08:16:01.173,0.03566,
218,SN2012et,Ia,0,1,1,1,,355.661794,27.092244,355.66175,27.0920805555556,0.605062873902799,ADP.2016-09-29T20:36:01.636,2012-09-12 00:00:00,2016-06-09T09:10:14.230,0.02487,
219,SN2012ec,IIP,,,,,,41.499877,-7.578585,41.4995,-7.57416944444444,15.9528300620712,ADP.2017-10-11T08:56:15.932,2012-08-11 00:00:00,2017-09-21T05:30:40.083,nan,
220,SN2012cu,Ia,,,,,,193.372201,2.160881,193.372291666667,2.16083055555556,0.373314959488394,ADP.2016-10-05T16:01:04.005,2012-06-14 00:00:00,2016-07-01T01:30:48.070,0.00343,
221,SN2012cg,Ia,4,1,2,1,,186.803313,9.420536,186.803458333333,9.42033055555556,0.901894027961168,ADP.2016-12-07T15:02:57.251,2012-05-17 00:00:00,2016-05-31T03:09:06.630,0.00162,
222,SN2012bz,Ib/c,,,,,,136.90958,14.019058,136.909920833333,14.01875,1.62684363039152,ADP.2016-07-27T12:09:19.879,2012-04-22 00:00:00,2016-01-10T05:18:55.950,nan,
223,SN2012bu,IIP,,,,,,163.239307,-32.934606,163.235541666667,-32.9354694444444,11.7937141130458,ADP.2016-09-27T05:46:51.982,2012-01-16 00:00:00,2015-12-31T07:27:16.616,nan,
224,SN2012bl,Ia,4,2,1,5,,305.976073,-48.357772,305.980329166667,-48.3548111111111,14.7405041998766,ADP.2017-07-27T20:54:45.427,2012-03-26 00:00:00,2017-06-24T08:16:15.113,0.019167,
225,SN2012au,Ib,,,,,,193.716606,-10.248013,193.717420833333,-10.2472805555556,3.90963052659627,ADP.2016-09-08T08:09:40.538,2012-03-14 00:00:00,2016-04-09T05:51:15.526,nan,
226,SN2012Z,Ia-pec,,,,,,50.526724,-15.394691,50.5222916666667,-15.3876694444444,29.5910281642965,ADP.2016-08-02T04:45:25.118,2012-01-29 00:00:00,2015-10-06T07:44:07.930,nan,
227,SN2012P,Ib/c,,,,,,225.001961,1.891185,224.996329166667,1.89011111111111,20.6290555586633,ADP.2016-09-08T02:00:17.312,2012-01-22 00:00:00,2016-04-07T06:59:37.666,nan,
228,SN2012G,Ia,2,,1,,,189.900047,16.588104,189.89625,16.5866388888889,14.1222808054393,ADP.2016-06-17T18:47:32.919,2012-01-14 00:00:00,2015-05-30T02:29:43.966,0.02599,
229,SN2012E,Ia,2,,1,,,38.342896,9.591971,38.3449583333333,9.58488888888889,26.5257979748893,ADP.2016-07-12T07:19:14.097,2012-01-14 00:00:00,2015-08-02T06:58:27.303,0.020317,
230,SN2011kf,Ic,,,,,,219.239791,16.516074,219.239708333333,16.5157194444444,1.30790106633199,ADP.2016-08-22T14:40:46.198,2011-12-30 00:00:00,2016-03-17T07:12:05.213,nan,
231,SN2011jt,Ia,2,,1,,,223.345962,2.966888,223.345879166667,2.96196944444444,17.709304098441,ADP.2016-06-17T18:25:05.274,2011-12-31 00:00:00,2015-05-29T00:51:31.033,0.028152,
232,SN2011jq,Ia-pec,,,,,,79.173075,6.493948,79.1731208333333,6.49171944444445,8.02447485621557,ADP.2019-02-25T15:20:26.383,2011-12-27 00:00:00,2019-01-24T04:55:16.510,nan,
233,SN2011jn,Ia,,,1,,,194.306408,-17.404834,194.311620833333,-17.4001388888889,24.6243720773151,ADP.2019-04-16T20:55:15.967,2011-12-26 00:00:00,2019-03-19T03:11:41.066,0.048778,
234,SN2011jm,Ic,,,,,,193.714653,2.65283,193.712920833333,2.65413888888889,7.81055721901746,ADP.2017-03-28T14:57:05.766,2011-12-24 00:00:00,2015-05-15T02:14:17.386,nan,
235,SN2011jh,Ia,0,1 2 5,2,1,1,191.814308,-10.062126,191.810079166667,-10.0631388888889,15.4267581071935,ADP.2019-03-07T06:28:16.831,2011-12-22 00:00:00,2019-02-20T06:07:47.996,0.007817,
236,SN2011iy,Ia,0,1,,1,,197.24275,-15.517705,197.243291666667,-15.5178111111111,1.91735652064418,ADP.2016-09-29T05:21:54.104,2011-12-09 00:00:00,2016-05-12T05:18:05.120,0.004116,
237,SN2011iv,Ia,1,1,3,1,1,54.714536,-35.588069,54.7139583333333,-35.5922194444444,15.036999031826,ADP.2017-12-13T01:47:07.213,2011-12-02 00:00:00,2017-11-22T05:52:54.236,0.006498,
238,SN2011is,Ia,,,6,,,210.444135,9.493681,210.4465,9.49688888888889,14.2786921704462,ADP.2018-06-12T09:59:17.809,2011-11-21 00:00:00,2018-05-29T03:15:08.416,0.020684,
239,SN2011io,Ia,,,1,,,345.695637,8.80443,345.698329166667,8.80271944444445,11.3864724770505,ADP.2017-09-22T10:41:54.292,2011-11-27 00:00:00,2017-08-04T08:44:05.333,0.039,
240,SN2011im,Ia,,,1,,,341.10147,-0.161542,341.105129166667,-0.167138888888889,24.0728195831262,ADP.2017-09-22T10:41:54.308,2011-11-26 00:00:00,2017-08-04T07:44:56.560,0.01616,
241,SN2011hk,Ia-pec,,,,,,34.689699,-6.64017,34.6907916666667,-6.64168888888889,6.7205127522958,ADP.2017-12-12T14:16:55.477,2011-10-31 00:00:00,2017-10-02T05:54:02.520,0.017712,
242,SN2011hb,Ia,,,1,,,351.987691,8.778501,351.981291666667,8.77936111111111,22.9772946007105,ADP.2017-10-06T15:09:34.514,2011-10-24 00:00:00,2017-09-15T06:56:53.580,0.029447,
243,SN2011ha,Ia,,,1,,,59.417781,10.164352,59.4202916666667,10.1653305555556,9.56861736614649,ADP.2017-01-20T13:11:44.507,2011-09-30 00:00:00,2016-12-19T04:34:40.500,0.094,
244,SN2011gf,Ia,0,3,1,0,,318.096993,-7.818544,318.101120833333,-7.81446944444445,20.7822773845962,ADP.2017-09-19T14:57:26.094,2011-09-18 00:00:00,2017-07-26T09:54:52.580,0.02765,
245,SN2011fh,IIn,,,,,,194.058456,-29.49849,194.058370833333,-29.4985611111111,0.369793942449919,ADP.2016-06-17T14:40:46.119,2011-08-24 00:00:00,2015-05-17T00:54:14.473,nan,
246,SN2011ei,IIb,,,,,,308.585974,-31.980721,308.59425,-31.9732194444444,36.9866774270607,ADP.2018-04-20T01:04:16.994,2011-07-25 00:00:00,2018-04-14T07:51:58.916,nan,
247,SN2011ee,Ic,,,,,,351.987691,8.778501,351.988920833333,8.77725,6.27915554655554,ADP.2017-10-06T15:09:34.514,2011-06-27 00:00:00,2017-09-15T06:56:53.580,nan,
248,SN2011ce,Ia-pec,,,,,,283.898824,-53.723869,283.899329166667,-53.72475,3.34915676032823,ADP.2016-08-02T05:17:36.565,2011-04-19 00:00:00,2015-10-07T01:01:05.140,nan,
249,SN2011Z,Ia-pec,,,,,,202.679723,-20.951351,202.679329166667,-20.9538888888889,9.23184236559172,ADP.2019-04-16T20:55:15.997,2011-01-29 00:00:00,2019-03-19T04:10:36.573,nan,
250,SN2010lp,Ia-pec,,,,,,43.514116,2.968458,43.5145791666667,2.96206111111111,23.0889240159295,ADP.2018-10-17T12:58:37.305,2010-12-29 00:00:00,2018-08-22T06:44:51.206,0.010074,
251,SN2010ko,Ia,0,9,1,6,,83.206142,-14.095741,83.206,-14.0960805555556,1.31912349632553,ADP.2019-04-16T20:55:15.981,2010-12-05 00:00:00,2019-03-19T02:11:39.286,0.010944,
252,SN2010jo,Ia,1,1,1,6,1,14.395963,-1.390893,14.39825,-1.39261111111111,10.2957415084893,ADP.2017-09-11T14:28:03.988,2010-11-06 00:00:00,2017-07-20T07:49:42.690,0.04516,
253,SN2010hp,II,,,,,,4.710361,-10.362884,4.70837916666667,-10.3612805555556,9.08714982280524,ADP.2016-11-08T07:43:22.621,2010-07-21 00:00:00,2016-08-25T08:17:14.890,nan,
254,SN2010gx,Ic,,,,,,171.444296,-8.827889,171.444629166667,-8.82816944444445,1.55691052246438,ADP.2016-08-08T09:22:52.167,2010-08-13 00:00:00,2016-02-10T05:32:26.740,nan,
255,SN2010gg,II,,,,,,337.855924,-19.03613,337.856129166667,-19.0318888888889,15.2839566606797,ADP.2016-06-22T07:11:10.320,2010-07-12 00:00:00,2014-10-24T23:52:49.843,nan,
256,SN2010ev,Ia,0,2,2,4,1,156.370268,-39.828245,156.370791666667,-39.8308888888889,9.62747579122785,ADP.2016-09-21T13:42:23.507,2010-06-27 00:00:00,2016-04-13T05:57:10.356,0.009242,
257,SN2010el,Ia-pec,,,,,,64.996275,-54.942255,64.9951208333333,-54.9440305555556,6.82300951564526,ADP.2016-07-28T11:30:23.607,2010-06-19 00:00:00,2015-09-24T05:25:03.103,nan,
258,SN2010do,Ic,,,,,,209.374236,6.095233,209.367120833333,6.09681111111111,26.0956813785389,ADP.2019-08-20T12:21:20.808,2010-06-02 00:00:00,2019-07-23T02:20:56.853,nan,
259,SN2010dl,Ia,1,1,1,2,,323.751581,-0.511101,323.754041666667,-0.513280555555556,11.8334683331543,ADP.2017-09-22T10:41:54.300,2010-05-24 00:00:00,2017-08-04T04:45:48.116,0.03016,
260,SN2010bh,Ic,,,,,,107.626836,-56.255448,107.6325,-56.2556111111111,11.3418736900428,ADP.2016-09-20T15:20:40.621,2010-03-22 00:00:00,2015-12-09T06:18:21.146,nan,
261,SN2010ae,Ia-pec,,,,,,108.975854,-57.34294,108.977708333333,-57.3435805555556,4.27707591871923,ADP.2016-07-28T11:30:23.647,2010-02-22 00:00:00,2015-09-24T07:25:34.103,nan,
262,SN2010aa,Ia,0,1 3,2,1,1,27.174889,-48.648041,27.1800416666667,-48.6501888888889,14.4906324866048,ADP.2018-06-02T02:30:18.655,2010-02-09 00:00:00,2018-05-26T08:59:31.416,0.02072,
263,SN2010K,IIP,,,,,,180.695531,2.40215,180.695291666667,2.40168888888889,1.86993334301278,ADP.2020-02-12T22:34:35.877,2010-01-08 00:00:00,2020-02-05T04:27:49.900,nan,
264,SN2010F,II,,,,,,151.344992,-34.220165,151.337708333333,-34.2225,23.2540472591955,ADP.2016-06-17T14:40:46.098,2010-01-13 00:00:00,2015-05-17T01:41:11.203,nan,
